order_id,customer_id,restaurant_id,order_date,delivery_time_min
ORD10082,CUST19529,REST1846,2024-08-09 14:04,32
ORD10083,CUST2297,REST1230,2024-09-13 11:15,82
ORD10084,CUST9151,REST1230,2025-06-27 05:56,89
ORD10085,CUST20464,REST1309,2024-08-23 13:23,90
ORD10086,CUST1805,REST723,2025-04-06 14:46,76
ORD10087,CUST18166,REST1550,2024-08-14 04:40,26
ORD10088,CUST14836,REST1112,2025-02-26 19:30,52
ORD10089,CUST3371,REST915,2024-09-17 07:44,86
ORD10090,CUST7260,REST1099,2024-12-17 04:31,44
ORD10091,CUST13889,REST1515,2025-04-21 17:15,90
ORD10092,CUST13872,REST436,2024-11-27 10:40,73
ORD10093,CUST12952,REST1950,2025-04-29 18:55,45
ORD10094,CUST13138,REST199,2024-07-02 06:16,77
ORD10095,CUST8203,REST566,2024-07-22 08:18,41
ORD10096,CUST1882,REST1092,2025-06-24 14:16,20
ORD10097,CUST7700,REST2085,2024-11-13 03:33,42
ORD10098,CUST14031,REST1050,2025-03-28 11:23,45
ORD10099,CUST7095,REST995,2024-09-28 09:54,64
ORD10100,CUST2554,REST944,2025-05-02 00:08,88
ORD10101,CUST5763,REST1139,2025-02-08 11:12,61
ORD10102,CUST3759,REST318,2025-04-18 23:39,78
ORD10103,CUST19424,REST494,2025-01-24 21:30,62
ORD10104,CUST4818,REST1483,2025-02-04 00:01,90
ORD10105,CUST14930,REST708,2024-09-20 00:48,51
ORD10106,CUST4247,REST1351,2025-06-27 19:37,28
ORD10107,CUST1000,REST1465,2025-02-25 22:08,40
ORD10108,CUST3160,REST599,2025-01-19 04:47,70
ORD10109,CUST18715,REST1609,2024-09-29 20:44,36
ORD10110,CUST5964,REST538,2024-11-23 15:05,80
ORD10111,CUST19140,REST778,2024-09-27 12:44,62
ORD10112,CUST19171,REST1209,2025-05-04 14:07,89
ORD10113,CUST19412,REST792,2024-08-08 13:30,24
ORD10114,CUST10196,REST1749,2025-01-03 03:44,74
ORD10115,CUST11602,REST1266,2024-10-19 18:04,63
ORD10116,CUST18159,REST1283,2024-08-04 18:11,61
ORD10117,CUST3923,REST1376,2024-08-07 10:04,36
ORD10118,CUST11413,REST1901,2025-04-02 22:23,25
ORD10119,CUST15370,REST1754,2024-10-09 12:11,84
ORD10120,CUST1033,REST2052,2025-03-28 01:02,66
ORD10121,CUST2401,REST704,2025-01-11 22:30,40
ORD10122,CUST12900,REST1262,2024-08-26 05:29,86
ORD10123,CUST9673,REST491,2024-12-24 13:46,44
ORD10124,CUST10788,REST1189,2024-10-15 19:53,45
ORD10125,CUST16044,REST1715,2025-01-16 05:58,67
ORD10126,CUST7601,REST566,2024-11-21 21:41,48
ORD10127,CUST17929,REST1120,2024-07-23 23:21,44
ORD10128,CUST17703,REST1739,2025-01-15 05:24,49
ORD10129,CUST10079,REST2028,2025-01-23 02:35,65
ORD10130,CUST8740,REST893,2025-01-11 04:10,78
ORD10131,CUST19560,REST1120,2025-04-14 12:14,75
ORD10132,CUST1495,REST1356,2025-01-20 23:43,20
ORD10133,CUST14130,REST815,2024-09-21 18:37,90
ORD10134,CUST12218,REST1048,2025-05-06 03:01,77
ORD10135,CUST6504,REST659,2024-08-30 21:45,55
ORD10136,CUST8604,REST757,2024-07-10 01:45,30
ORD10137,CUST3857,REST1820,2025-02-21 05:29,41
ORD10138,CUST3691,REST1371,2025-01-26 09:41,61
ORD10139,CUST14506,REST1223,2025-03-26 06:33,73
ORD10140,CUST9097,REST1068,2025-03-02 19:32,46
ORD10141,CUST17343,REST191,2025-03-14 00:29,64
ORD10142,CUST13228,REST1689,2025-04-11 15:02,20
ORD10143,CUST12411,REST968,2024-12-03 15:09,88
ORD10144,CUST11707,REST904,2025-02-02 21:17,36
ORD10145,CUST15288,REST558,2025-06-08 22:49,52
ORD10146,CUST11892,REST182,2024-09-17 17:41,33
ORD10147,CUST13058,REST1642,2024-10-24 04:05,54
ORD10148,CUST3961,REST1282,2025-01-11 01:15,80
ORD10149,CUST8834,REST1797,2024-08-27 09:33,54
ORD10150,CUST12486,REST181,2024-07-08 20:09,87
ORD10151,CUST18913,REST731,2025-05-11 04:14,42
ORD10152,CUST11525,REST1558,2024-12-28 12:25,52
ORD10153,CUST16271,REST2020,2024-08-06 13:38,63
ORD10154,CUST13112,REST1465,2025-04-02 05:19,80
ORD10155,CUST2387,REST2007,2024-12-10 13:40,70
ORD10156,CUST14116,REST341,2024-10-07 02:07,22
ORD10157,CUST13702,REST1495,2024-08-11 22:06,73
ORD10158,CUST9832,REST697,2025-01-20 15:55,61
ORD10159,CUST14477,REST1061,2024-11-04 11:30,47
ORD10160,CUST2025,REST113,2025-06-03 12:52,51
ORD10161,CUST1199,REST1135,2024-11-01 08:02,40
ORD10162,CUST9341,REST1364,2025-06-01 06:16,86
ORD10163,CUST6826,REST1080,2024-10-16 03:18,51
ORD10164,CUST15327,REST1276,2024-09-01 22:16,51
ORD10165,CUST19771,REST1832,2024-12-18 08:54,66
ORD10166,CUST16329,REST1699,2025-01-17 03:50,51
ORD10167,CUST7337,REST1608,2025-04-18 04:10,71
ORD10168,CUST7358,REST448,2024-09-06 07:45,63
ORD10169,CUST4299,REST1330,2024-07-25 13:19,38
ORD10170,CUST14836,REST1495,2025-05-05 10:07,37
ORD10171,CUST3099,REST605,2024-10-26 13:02,87
ORD10172,CUST9533,REST1699,2025-01-26 14:07,41
ORD10173,CUST13259,REST198,2025-05-06 15:33,71
ORD10174,CUST6902,REST1810,2024-08-27 14:03,61
ORD10175,CUST1906,REST1063,2025-03-05 20:17,50
ORD10176,CUST19937,REST397,2025-01-31 20:03,43
ORD10177,CUST11564,REST1609,2025-01-06 08:07,65
ORD10178,CUST16953,REST1484,2025-04-17 15:03,28
ORD10179,CUST14479,REST755,2024-08-21 02:05,50
ORD10180,CUST1233,REST1147,2024-11-15 21:40,74
ORD10181,CUST3663,REST889,2024-10-31 18:45,78
ORD10182,CUST9642,REST919,2024-10-21 23:20,66
ORD10183,CUST9688,REST511,2024-07-27 01:56,23
ORD10184,CUST20050,REST439,2024-12-06 20:17,83
ORD10185,CUST14458,REST807,2025-04-07 02:23,80
ORD10186,CUST11374,REST1205,2024-12-17 12:55,55
ORD10187,CUST5574,REST806,2025-06-12 00:20,21
ORD10188,CUST12287,REST1849,2025-02-18 19:40,25
ORD10189,CUST4213,REST1921,2025-01-11 21:04,81
ORD10190,CUST12415,REST464,2024-08-19 16:29,51
ORD10191,CUST4648,REST506,2024-09-09 22:22,65
ORD10192,CUST9436,REST329,2025-02-24 13:16,31
ORD10193,CUST8914,REST1618,2024-08-29 09:30,67
ORD10194,CUST5995,REST810,2024-10-13 16:41,28
ORD10195,CUST12511,REST1212,2025-04-27 19:40,64
ORD10196,CUST18495,REST1036,2024-08-26 20:51,32
ORD10197,CUST13870,REST1884,2024-09-01 14:40,66
ORD10198,CUST3495,REST1556,2025-02-19 20:43,49
ORD10199,CUST11681,REST372,2024-11-15 19:15,52
ORD10200,CUST5376,REST106,2025-01-17 02:56,33
ORD10201,CUST4763,REST789,2024-08-02 21:21,74
ORD10202,CUST19895,REST1748,2024-07-12 13:34,50
ORD10203,CUST10219,REST1273,2024-11-25 21:02,26
ORD10204,CUST17697,REST931,2025-01-31 07:58,49
ORD10205,CUST10040,REST1901,2024-09-05 16:37,76
ORD10206,CUST2266,REST333,2024-10-23 18:47,40
ORD10207,CUST14465,REST560,2025-04-25 10:56,30
ORD10208,CUST14107,REST1435,2024-07-21 10:13,79
ORD10209,CUST12059,REST2043,2025-06-25 23:15,56
ORD10210,CUST14421,REST1770,2024-11-18 19:25,78
ORD10211,CUST2149,REST257,2024-08-22 08:30,47
ORD10212,CUST20959,REST1352,2025-06-28 21:28,34
ORD10213,CUST1874,REST1988,2025-03-19 02:39,20
ORD10214,CUST12406,REST1145,2025-06-15 07:13,75
ORD10215,CUST17817,REST751,2025-01-13 01:33,62
ORD10216,CUST4146,REST1993,2024-08-01 09:00,51
ORD10217,CUST9728,REST1224,2024-07-13 05:22,66
ORD10218,CUST4708,REST1386,2025-04-02 07:16,84
ORD10219,CUST5897,REST1224,2025-05-30 08:06,21
ORD10220,CUST13465,REST1656,2025-06-12 06:13,90
ORD10221,CUST17716,REST1713,2024-08-17 16:29,83
ORD10222,CUST20825,REST1484,2024-08-02 23:26,33
ORD10223,CUST9932,REST1371,2024-12-25 20:26,57
ORD10224,CUST15758,REST1834,2024-12-01 23:32,75
ORD10225,CUST17518,REST2067,2024-08-25 09:57,63
ORD10226,CUST14537,REST1158,2024-09-16 17:21,46
ORD10227,CUST7473,REST1421,2025-05-31 05:03,87
ORD10228,CUST11634,REST1821,2025-06-18 08:01,79
ORD10229,CUST15527,REST733,2024-08-26 07:11,53
ORD10230,CUST4221,REST1801,2024-11-20 19:14,46
ORD10231,CUST13413,REST662,2025-02-21 17:31,42
ORD10232,CUST10421,REST1335,2025-05-13 01:35,58
ORD10233,CUST9501,REST107,2025-03-14 22:13,59
ORD10234,CUST2245,REST1683,2025-01-13 18:40,76
ORD10235,CUST3366,REST391,2025-04-11 13:12,42
ORD10236,CUST5885,REST1647,2024-08-01 16:23,58
ORD10237,CUST5495,REST2023,2024-08-18 00:51,78
ORD10238,CUST16792,REST237,2025-05-22 00:40,30
ORD10239,CUST20053,REST1014,2025-06-17 23:29,70
ORD10240,CUST12231,REST979,2024-09-21 23:21,46
ORD10241,CUST3681,REST604,2024-09-29 17:56,26
ORD10242,CUST12941,REST873,2024-11-04 19:54,61
ORD10243,CUST8257,REST514,2024-08-19 23:00,42
ORD10244,CUST11953,REST615,2024-09-13 04:16,32
ORD10245,CUST19644,REST691,2024-08-17 23:18,35
ORD10246,CUST9509,REST441,2025-04-30 15:08,69
ORD10247,CUST13050,REST1780,2024-09-07 03:49,73
ORD10248,CUST4523,REST1555,2025-04-17 02:49,55
ORD10249,CUST15449,REST1868,2024-09-05 15:20,45
ORD10250,CUST3011,REST1236,2025-04-01 00:05,30
ORD10251,CUST7377,REST1188,2025-03-01 00:32,77
ORD10252,CUST12683,REST348,2024-08-01 13:42,57
ORD10253,CUST4426,REST650,2025-05-21 17:02,79
ORD10254,CUST4011,REST932,2025-01-31 12:41,21
ORD10255,CUST19768,REST665,2025-05-21 04:43,28
ORD10256,CUST11939,REST1718,2025-05-25 02:56,63
ORD10257,CUST6352,REST941,2025-01-11 03:13,44
ORD10258,CUST11706,REST997,2024-10-12 16:57,56
ORD10259,CUST3523,REST263,2024-07-07 17:10,63
ORD10260,CUST11753,REST532,2025-06-16 09:11,25
ORD10261,CUST3747,REST373,2024-10-25 08:15,31
ORD10262,CUST3257,REST282,2024-08-09 07:36,38
ORD10263,CUST4628,REST1328,2024-08-18 01:08,77
ORD10264,CUST11101,REST654,2025-02-18 15:17,30
ORD10265,CUST4757,REST1317,2024-07-23 23:59,85
ORD10266,CUST2905,REST1717,2024-07-18 00:48,46
ORD10267,CUST19133,REST733,2025-01-29 02:38,78
ORD10268,CUST17751,REST848,2024-09-28 14:46,74
ORD10269,CUST18279,REST1754,2025-04-02 14:23,34
ORD10270,CUST11260,REST297,2025-05-30 04:22,35
ORD10271,CUST20957,REST1728,2025-01-19 19:37,79
ORD10272,CUST7537,REST1826,2025-06-20 07:16,67
ORD10273,CUST19104,REST877,2024-07-17 08:45,39
ORD10274,CUST14784,REST1179,2024-09-02 02:55,46
ORD10275,CUST2846,REST646,2025-04-26 19:33,82
ORD10276,CUST17218,REST1033,2024-11-24 12:52,78
ORD10277,CUST4114,REST403,2025-04-04 23:06,33
ORD10278,CUST6346,REST374,2024-11-04 10:15,35
ORD10279,CUST8396,REST1405,2025-03-04 16:34,31
ORD10280,CUST13174,REST1956,2024-10-31 08:29,36
ORD10281,CUST2922,REST176,2025-03-08 22:43,79
ORD10282,CUST20161,REST957,2025-03-29 09:49,81
ORD10283,CUST6104,REST1083,2025-06-07 19:53,83
ORD10284,CUST7502,REST1241,2025-04-02 06:42,20
ORD10285,CUST9579,REST1640,2025-06-10 00:33,68
ORD10286,CUST13037,REST658,2025-06-20 10:29,61
ORD10287,CUST3580,REST1628,2024-11-15 14:25,29
ORD10288,CUST7037,REST115,2025-06-21 21:57,71
ORD10289,CUST6679,REST278,2024-12-21 20:27,59
ORD10290,CUST19589,REST741,2025-01-19 04:39,62
ORD10291,CUST8432,REST731,2025-04-02 21:19,75
ORD10292,CUST20082,REST1015,2024-07-26 08:17,56
ORD10293,CUST18890,REST641,2025-02-14 09:28,89
ORD10294,CUST3102,REST1037,2024-09-03 08:40,73
ORD10295,CUST20217,REST1998,2025-06-13 01:16,67
ORD10296,CUST9452,REST2081,2024-07-30 11:30,47
ORD10297,CUST7003,REST1429,2024-11-27 02:42,43
ORD10298,CUST9184,REST1872,2025-03-13 07:02,63
ORD10299,CUST16269,REST1930,2024-09-29 17:53,46
ORD10300,CUST20309,REST770,2025-03-03 15:04,84
ORD10301,CUST14757,REST561,2025-04-13 11:21,48
ORD10302,CUST13369,REST1039,2025-03-05 01:17,67
ORD10303,CUST13417,REST1771,2025-05-19 08:29,32
ORD10304,CUST3584,REST138,2024-12-23 19:12,76
ORD10305,CUST12586,REST201,2025-02-19 13:46,34
ORD10306,CUST2363,REST508,2025-02-12 04:56,72
ORD10307,CUST12904,REST161,2025-05-22 04:32,59
ORD10308,CUST20797,REST1711,2024-08-08 05:13,53
ORD10309,CUST1312,REST237,2024-07-02 02:45,28
ORD10310,CUST20998,REST1220,2025-01-29 08:15,87
ORD10311,CUST2452,REST953,2025-05-21 03:29,46
ORD10312,CUST12165,REST548,2025-01-12 14:38,65
ORD10313,CUST18555,REST2092,2025-03-16 05:17,81
ORD10314,CUST18394,REST2076,2025-04-01 05:25,37
ORD10315,CUST1352,REST1572,2024-07-07 17:04,55
ORD10316,CUST3956,REST590,2024-07-09 16:34,63
ORD10317,CUST8269,REST326,2025-03-03 10:39,82
ORD10318,CUST20694,REST1103,2024-07-27 19:48,90
ORD10319,CUST9218,REST943,2025-04-27 20:57,59
ORD10320,CUST1542,REST276,2024-10-06 20:25,21
ORD10321,CUST2480,REST1109,2025-06-19 05:24,71
ORD10322,CUST7485,REST712,2024-11-19 18:35,62
ORD10323,CUST4329,REST819,2025-03-10 15:48,66
ORD10324,CUST6287,REST1768,2024-09-08 22:58,41
ORD10325,CUST12080,REST1559,2025-06-06 09:55,64
ORD10326,CUST6640,REST1368,2024-11-09 22:55,61
ORD10327,CUST8553,REST1973,2024-07-12 15:20,88
ORD10328,CUST6559,REST154,2024-12-30 00:33,86
ORD10329,CUST17376,REST1378,2025-01-04 13:53,46
ORD10330,CUST12548,REST1096,2024-09-10 16:25,33
ORD10331,CUST11222,REST1854,2025-03-13 02:32,70
ORD10332,CUST3109,REST1273,2024-11-21 12:41,21
ORD10333,CUST18067,REST1459,2025-02-07 05:19,79
ORD10334,CUST5282,REST899,2025-05-22 12:05,88
ORD10335,CUST20224,REST728,2024-07-15 20:09,81
ORD10336,CUST7350,REST547,2024-12-02 04:00,74
ORD10337,CUST3184,REST416,2025-04-16 15:44,66
ORD10338,CUST18691,REST1988,2024-11-16 07:28,62
ORD10339,CUST16802,REST286,2025-05-15 08:55,45
ORD10340,CUST18836,REST1491,2025-06-06 07:12,71
ORD10341,CUST4153,REST1558,2024-07-12 06:34,51
ORD10342,CUST17618,REST1307,2025-04-09 11:55,62
ORD10343,CUST8734,REST1463,2024-12-03 23:29,63
ORD10344,CUST15378,REST1451,2024-07-07 16:12,61
ORD10345,CUST20786,REST1124,2024-11-11 17:57,28
ORD10346,CUST10741,REST1775,2024-12-20 20:53,82
ORD10347,CUST6207,REST1158,2024-11-18 22:18,85
ORD10348,CUST5070,REST1051,2024-07-06 06:21,48
ORD10349,CUST16323,REST807,2024-12-08 01:06,86
ORD10350,CUST16943,REST375,2024-09-09 22:59,66
ORD10351,CUST12483,REST615,2024-12-29 11:40,77
ORD10352,CUST3784,REST1141,2024-12-12 12:09,70
ORD10353,CUST6055,REST1639,2024-10-14 02:37,78
ORD10354,CUST20749,REST1181,2024-07-24 15:08,60
ORD10355,CUST17956,REST211,2025-03-09 09:40,35
ORD10356,CUST16485,REST1177,2025-05-31 15:06,83
ORD10357,CUST4806,REST1557,2024-11-01 21:50,42
ORD10358,CUST12519,REST916,2025-04-15 03:12,66
ORD10359,CUST2416,REST1606,2025-03-03 17:33,72
ORD10360,CUST14858,REST289,2024-08-06 18:31,24
ORD10361,CUST17485,REST1984,2025-06-06 03:46,78
ORD10362,CUST1857,REST1354,2024-07-14 04:48,39
ORD10363,CUST10368,REST1158,2025-03-05 00:38,41
ORD10364,CUST14459,REST2083,2024-07-04 05:12,75
ORD10365,CUST8790,REST1222,2025-02-09 13:48,63
ORD10366,CUST10150,REST1499,2025-06-09 23:32,29
ORD10367,CUST18812,REST574,2024-12-24 19:36,31
ORD10368,CUST11648,REST1446,2025-01-14 14:58,20
ORD10369,CUST13527,REST183,2024-10-17 01:57,76
ORD10370,CUST5560,REST1244,2024-08-21 01:28,55
ORD10371,CUST9938,REST1373,2025-06-12 15:21,78
ORD10372,CUST15929,REST861,2024-07-17 08:14,81
ORD10373,CUST10476,REST583,2024-11-05 03:58,58
ORD10374,CUST5130,REST565,2025-01-26 23:53,86
ORD10375,CUST2041,REST1096,2025-06-06 11:49,63
ORD10376,CUST19323,REST1670,2024-12-17 00:54,78
ORD10377,CUST2448,REST1745,2024-10-25 21:12,45
ORD10378,CUST18692,REST1979,2024-09-07 12:53,75
ORD10379,CUST10878,REST549,2024-07-16 06:49,24
ORD10380,CUST16056,REST1963,2025-03-13 22:45,65
ORD10381,CUST6497,REST181,2024-12-27 20:00,35
ORD10382,CUST18479,REST1187,2024-10-26 00:18,53
ORD10383,CUST16142,REST169,2025-05-09 02:04,77
ORD10384,CUST3046,REST1440,2025-04-14 02:01,21
ORD10385,CUST16679,REST1230,2024-12-03 01:24,25
ORD10386,CUST18679,REST196,2025-05-02 06:19,78
ORD10387,CUST5066,REST1680,2025-03-12 00:04,49
ORD10388,CUST18155,REST1597,2024-07-15 19:55,46
ORD10389,CUST3723,REST1557,2025-04-09 13:48,47
ORD10390,CUST8466,REST1848,2025-03-06 03:15,73
ORD10391,CUST4908,REST1066,2024-07-19 07:58,29
ORD10392,CUST10405,REST1800,2024-07-30 03:56,50
ORD10393,CUST7347,REST1418,2024-11-01 11:22,90
ORD10394,CUST18921,REST1645,2025-04-04 21:26,39
ORD10395,CUST6841,REST1170,2025-05-04 18:47,48
ORD10396,CUST4888,REST525,2025-06-10 12:08,25
ORD10397,CUST16284,REST1100,2025-05-07 15:31,21
ORD10398,CUST12914,REST391,2024-12-14 15:18,47
ORD10399,CUST8843,REST1953,2025-06-27 13:35,48
ORD10400,CUST9811,REST1068,2024-08-25 12:50,23
ORD10401,CUST14339,REST230,2025-05-07 17:28,58
ORD10402,CUST17123,REST1262,2024-09-01 10:18,64
ORD10403,CUST17756,REST1987,2024-12-24 18:55,83
ORD10404,CUST17549,REST1687,2025-04-30 10:25,86
ORD10405,CUST19981,REST1376,2025-02-07 21:32,82
ORD10406,CUST15351,REST491,2025-06-07 07:43,70
ORD10407,CUST10747,REST1668,2024-11-05 10:44,52
ORD10408,CUST12038,REST514,2024-11-11 07:03,62
ORD10409,CUST20508,REST1726,2025-04-13 17:34,41
ORD10410,CUST3252,REST1287,2024-09-26 20:14,41
ORD10411,CUST1643,REST1922,2024-10-20 19:59,30
ORD10412,CUST6406,REST2091,2024-10-13 10:16,60
ORD10413,CUST3323,REST176,2024-10-22 05:27,32
ORD10414,CUST14372,REST1236,2025-04-11 20:59,78
ORD10415,CUST8375,REST1257,2025-01-09 13:50,36
ORD10416,CUST3459,REST340,2025-03-22 02:53,51
ORD10417,CUST2693,REST950,2024-12-11 04:13,87
ORD10418,CUST6861,REST207,2025-01-22 20:59,88
ORD10419,CUST20362,REST1236,2024-12-31 15:00,38
ORD10420,CUST16000,REST1790,2025-06-14 16:24,41
ORD10421,CUST11996,REST810,2025-03-05 01:08,20
ORD10422,CUST2220,REST1213,2024-07-02 21:28,25
ORD10423,CUST10928,REST1052,2025-04-07 08:22,71
ORD10424,CUST20055,REST1580,2025-01-15 04:47,86
ORD10425,CUST5623,REST326,2024-07-02 06:11,53
ORD10426,CUST9056,REST447,2025-04-04 11:44,63
ORD10427,CUST5636,REST1534,2025-04-29 23:12,54
ORD10428,CUST17307,REST1747,2024-10-30 09:50,57
ORD10429,CUST2855,REST1377,2024-12-24 13:23,74
ORD10430,CUST3334,REST1929,2024-11-13 09:22,81
ORD10431,CUST13272,REST688,2025-04-27 03:00,53
ORD10432,CUST13792,REST1848,2025-01-07 17:38,80
ORD10433,CUST11506,REST738,2025-02-23 06:15,79
ORD10434,CUST10447,REST1761,2024-11-04 21:51,86
ORD10435,CUST6394,REST1627,2025-02-16 03:35,37
ORD10436,CUST4385,REST167,2025-04-19 20:35,75
ORD10437,CUST2143,REST1095,2025-03-02 20:04,28
ORD10438,CUST4561,REST2069,2025-01-17 14:41,76
ORD10439,CUST9243,REST1643,2024-11-24 01:42,48
ORD10440,CUST4874,REST762,2024-07-10 12:23,61
ORD10441,CUST5804,REST594,2025-06-14 23:26,76
ORD10442,CUST10641,REST170,2025-01-23 19:59,82
ORD10443,CUST13100,REST1649,2025-03-28 00:03,45
ORD10444,CUST19601,REST499,2025-04-10 16:15,50
ORD10445,CUST19601,REST357,2025-04-22 19:39,25
ORD10446,CUST7931,REST1898,2024-12-03 09:48,53
ORD10447,CUST17620,REST623,2024-12-27 13:57,62
ORD10448,CUST4216,REST641,2024-12-05 11:26,64
ORD10449,CUST11538,REST742,2025-04-17 20:17,90
ORD10450,CUST20036,REST191,2024-08-18 11:49,43
ORD10451,CUST10866,REST415,2025-06-05 15:20,28
ORD10452,CUST16049,REST1509,2025-01-11 10:38,43
ORD10453,CUST2282,REST1387,2024-10-13 17:48,59
ORD10454,CUST2785,REST1870,2024-09-17 05:43,20
ORD10455,CUST15593,REST838,2025-03-28 15:22,33
ORD10456,CUST15658,REST2025,2025-01-25 11:54,68
ORD10457,CUST5712,REST1909,2025-06-23 07:48,88
ORD10458,CUST5395,REST1415,2024-11-21 13:02,76
ORD10459,CUST6719,REST779,2025-02-03 02:56,64
ORD10460,CUST16528,REST976,2024-07-29 06:10,89
ORD10461,CUST12716,REST1937,2025-02-08 04:48,33
ORD10462,CUST15072,REST543,2025-01-19 02:37,44
ORD10463,CUST16880,REST501,2025-02-13 00:08,46
ORD10464,CUST11248,REST1053,2025-04-28 18:07,32
ORD10465,CUST15739,REST1758,2025-02-25 05:25,48
ORD10466,CUST7359,REST363,2024-07-31 03:16,50
ORD10467,CUST12648,REST2012,2024-10-02 19:05,35
ORD10468,CUST6295,REST524,2024-08-17 06:29,54
ORD10469,CUST15839,REST1023,2025-03-29 22:12,43
ORD10470,CUST15577,REST574,2025-05-27 00:11,46
